DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
613778;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;1.886.058.844.976
613778;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;1.886.058.844.976
613778;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;1.886.058.844.976
613778;1;5;13;50;5;1;;;;;;;;;;;;;;;;13;1.886.058.844.976
613779;1;1;13;50;1;5;;;;;;;;;;;;;;;;13;266.374.819.015.588
613779;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;266.374.819.015.588
613779;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;266.374.819.015.588
613779;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;266.374.819.015.588
613779;1;5;13;50;5;2;;2;2;2;1;1;;;;;;;;;1;13;266.374.819.015.588
613779;1;6;13;50;6;1;;;;;;;;;;;;;;;;13;266.374.819.015.588
613779;1;7;13;50;6;3;;2;2;2;2;;;2;;;;;;;;13;266.374.819.015.588
613780;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;214.830.487.789.837
613780;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;214.830.487.789.837
613780;1;3;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;214.830.487.789.837
613780;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;214.830.487.789.837
613780;1;5;13;50;5;1;;;;;;;;;;;;;;;;13;214.830.487.789.837
613780;1;6;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;214.830.487.789.837
613781;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;383.089.149.924.464
613781;1;2;13;50;2;2;;2;2;2;1;3;;;;;;;;;1;13;383.089.149.924.464
613781;1;3;13;50;3;4;;1;;;;;;;;;;;;;;13;383.089.149.924.464
613781;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;383.089.149.924.464
613781;1;8;13;50;8;4;;2;2;2;2;;;2;;;;;;;;13;383.089.149.924.464
613781;2;1;13;50;1;4;;1;;;;;;;;;;;;;;13;383.089.149.924.464
613781;2;2;13;50;2;1;;;;;;;;;;;;;;;;13;383.089.149.924.464
613782;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;254.396.265.107.107
613782;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;254.396.265.107.107
613782;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
613782;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
613783;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;218.248.416.321.007
613783;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
613783;1;3;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
613784;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;266.444.196.246.527
613784;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;266.444.196.246.527
613784;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;266.444.196.246.527
613784;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;266.444.196.246.527
613785;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;305.436.507.992.942
613785;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;305.436.507.992.942
613785;1;4;13;50;4;6;AVERIGUAR SI HAY TRABAJO;2;1;;;;;;;;;;;;;13;305.436.507.992.942
613785;1;5;13;50;5;4;;2;2;2;2;;;2;;;;;;;;13;305.436.507.992.942
613786;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;248.535.285.689.429
613786;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;248.535.285.689.429
613786;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;248.535.285.689.429
613786;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;248.535.285.689.429
613786;1;5;13;50;5;2;;2;2;2;1;1;;;;;;;;;1;13;248.535.285.689.429
613786;1;6;13;50;6;2;;2;2;2;1;2;;;;;;;;;1;13;248.535.285.689.429
613786;1;7;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;248.535.285.689.429
613787;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;371.460.898.195.089
613787;1;2;13;50;2;5;;;;;;;;;;;;;;;;13;371.460.898.195.089
613788;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;296.873.404.063.686
613788;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;296.873.404.063.686
613788;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;296.873.404.063.686
613788;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;296.873.404.063.686
613788;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;296.873.404.063.686
613789;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;173.824.768.650.928
613789;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;173.824.768.650.928
613789;1;3;13;50;3;6;VAGO;2;2;2;2;;;2;;;;;;;;13;173.824.768.650.928
613789;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;173.824.768.650.928
613790;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;273.880.356.745.436
613790;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;273.880.356.745.436
613790;1;3;13;50;3;2;;2;2;2;1;2;;;;;;;;;1;13;273.880.356.745.436
613790;1;5;13;50;5;1;;;;;;;;;;;;;;;;13;273.880.356.745.436
613790;1;6;13;50;1;5;;;;;;;;;;;;;;;;13;273.880.356.745.436
613791;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;329.832.803.637.238
613791;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;329.832.803.637.238
613791;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;329.832.803.637.238
613792;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;313.359.804.651.201
613792;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;313.359.804.651.201
613793;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;279.579.164.410.421
613793;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;279.579.164.410.421
613793;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;279.579.164.410.421
613793;1;4;13;50;4;2;;2;2;2;1;1;;;;;;;;;1;13;279.579.164.410.421
613793;1;5;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;279.579.164.410.421
613796;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;508.792.530.214.214
613796;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;508.792.530.214.214
613796;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;508.792.530.214.214
613796;1;4;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;508.792.530.214.214
613797;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;328.557.090.055.676
613797;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;328.557.090.055.676
613797;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;328.557.090.055.676
613797;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;328.557.090.055.676
613798;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;630.844.243.783.564
613798;1;2;13;50;2;4;;2;2;2;1;3;;;;;;;;;1;13;630.844.243.783.564
613798;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;630.844.243.783.564
613799;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;655.540.972.793.316
613799;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;655.540.972.793.316
613800;1;1;13;50;1;2;;2;2;2;1;3;;;;;;;;;1;13;630.844.243.783.564
613800;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;630.844.243.783.564
613800;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;630.844.243.783.564
613801;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;732.924.729.555.234
613801;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;732.924.729.555.234
613801;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;732.924.729.555.234
613803;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;226.564.609.079.584
613803;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;226.564.609.079.584
613803;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;226.564.609.079.584
613803;1;4;13;50;4;4;;2;2;2;2;;;2;;;;;;;;13;226.564.609.079.584
613804;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;331.192.872.867.112
613804;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;331.192.872.867.112
613804;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;331.192.872.867.112
613805;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;303.569.469.299.763
613805;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;303.569.469.299.763
613805;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;303.569.469.299.763
613805;1;4;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;303.569.469.299.763
613805;1;6;13;50;6;1;;;;;;;;;;;;;;;;13;303.569.469.299.763
613805;1;8;13;50;8;1;;;;;;;;;;;;;;;;13;303.569.469.299.763
613805;1;10;13;50;10;1;;;;;;;;;;;;;;;;13;303.569.469.299.763
613806;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;203.175.452.750.735
613806;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;203.175.452.750.735
613806;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;203.175.452.750.735
613806;1;4;13;50;4;2;;2;2;2;1;3;;;;;;;;;1;13;203.175.452.750.735
613806;1;5;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;203.175.452.750.735
613806;1;6;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;203.175.452.750.735
613806;1;7;13;50;7;1;;;;;;;;;;;;;;;;13;203.175.452.750.735
613806;1;8;13;50;8;4;;1;;;;;;;;;;;;;;13;203.175.452.750.735
613806;1;9;13;50;9;3;;2;2;2;2;;;2;;;;;;;;13;203.175.452.750.735
613807;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;218.248.416.321.007
613807;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
613807;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;218.248.416.321.007
613808;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;262.319.561.765.366
613808;1;2;13;50;2;3;;1;;;;;;;;;;;;;;13;262.319.561.765.366
613809;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;271.924.442.018.278
613809;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;271.924.442.018.278
613810;1;1;13;50;1;4;;1;;;;;;;;;;;;;;13;252.333.947.866.526
613810;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;252.333.947.866.526
613810;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;252.333.947.866.526
613811;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;277.551.484.178.049
613812;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;366.462.364.777.617
613812;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;366.462.364.777.617
613812;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;366.462.364.777.617
613813;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;524.639.123.530.731
613813;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;524.639.123.530.731
613814;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;313.359.804.651.201
613814;1;2;13;50;2;4;;2;2;2;2;;;1;10;;;;;;;13;313.359.804.651.201
613815;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;243.519.320.419.901
613815;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;243.519.320.419.901
613815;1;3;13;50;3;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;13;243.519.320.419.901
613815;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;243.519.320.419.901
613816;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;289.572.482.824.369
613816;1;2;13;50;2;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;289.572.482.824.369
613816;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;289.572.482.824.369
613816;1;4;13;50;4;2;;2;2;2;1;2;;;;;;;;;1;13;289.572.482.824.369
613817;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;208.262.802.422.168
613817;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;208.262.802.422.168
613817;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;208.262.802.422.168
613817;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;208.262.802.422.168
613822;1;1;13;50;1;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;13;565.073.778.550.686
613822;1;2;13;50;2;2;;2;2;2;1;3;;;;;;;;;1;13;565.073.778.550.686
613823;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;563.926.847.408.976
613823;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;563.926.847.408.976
613823;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;563.926.847.408.976
613823;1;5;13;50;2;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;13;563.926.847.408.976
613824;1;1;13;50;1;5;;;;;;;;;;;;;;;;13;29.700.093.880.817
613824;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;29.700.093.880.817
613824;1;3;13;50;3;4;;2;2;2;2;;;2;;;;;;;;13;29.700.093.880.817
613824;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;29.700.093.880.817
613824;2;1;13;50;1;1;;;;;;;;;;;;;;;;13;29.700.093.880.817
613825;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;341.345.961.581.852
613825;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;341.345.961.581.852
613825;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;341.345.961.581.852
613826;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;335.065.983.830.904
613826;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;335.065.983.830.904
613826;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;335.065.983.830.904
613826;1;6;13;50;6;5;;;;;;;;;;;;;;;;13;335.065.983.830.904
613826;1;7;13;50;7;4;;2;2;2;2;;;2;;;;;;;;13;335.065.983.830.904
613827;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;287.121.727.422.753
613827;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;287.121.727.422.753
613827;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;287.121.727.422.753
613827;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;287.121.727.422.753
613828;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;265.084.127.016.654
613828;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;265.084.127.016.654
613828;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;265.084.127.016.654
613828;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;265.084.127.016.654
613829;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;265.008.712.364.172
613829;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;265.008.712.364.172
613829;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;265.008.712.364.172
613829;1;4;13;50;4;2;;2;2;2;1;1;;;;;;;;;1;13;265.008.712.364.172
613830;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;277.551.484.178.049
613831;1;1;13;50;1;4;;2;2;2;2;;;1;7;;1;2;;;;13;236.403.426.590.404
613831;1;2;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;236.403.426.590.404
613832;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;258.520.899.588.268
613832;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;258.520.899.588.268
613832;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;258.520.899.588.268
613832;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;258.520.899.588.268
613832;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;258.520.899.588.268
613832;1;6;13;50;6;3;;2;2;2;2;;;2;;;;;;;;13;258.520.899.588.268
613833;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;200.720.239.409.836
613833;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;200.720.239.409.836
613833;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;200.720.239.409.836
613833;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;200.720.239.409.836
613833;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;200.720.239.409.836
613834;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;253.663.029.235.459
613834;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;253.663.029.235.459
613834;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;253.663.029.235.459
613834;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;253.663.029.235.459
613834;1;6;13;50;6;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;13;253.663.029.235.459
613835;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;292.409.241.269.576
613835;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;292.409.241.269.576
613835;1;5;13;50;5;4;;2;2;2;2;;;2;;;;;;;;13;292.409.241.269.576
613836;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;279.340.769.213.231
613836;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;279.340.769.213.231
613836;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;279.340.769.213.231
613837;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;254.396.265.107.107
613837;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
613837;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
613837;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;254.396.265.107.107
613838;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;364.400.047.537.036
613838;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;364.400.047.537.036
613839;1;1;13;50;1;6;PENSIONADA;2;2;2;2;;;2;;;;;;;;13;287.443.669.476.239
613839;1;2;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;287.443.669.476.239
613840;1;1;13;50;1;4;;1;;;;;;;;;;;;;;13;323.591.518.262.339
613840;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;323.591.518.262.339
613840;1;4;13;50;4;3;;1;;;;;;;;;;;;;;13;323.591.518.262.339
613841;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;269.593.550.511.582
613841;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;269.593.550.511.582
613841;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;269.593.550.511.582
613841;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;269.593.550.511.582
613841;1;5;13;50;5;2;;2;2;2;1;1;;;;;;;;;1;13;269.593.550.511.582
613841;1;6;13;50;6;4;;2;2;2;2;;;2;;;;;;;;13;269.593.550.511.582
613842;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;228.860.863.578.072
613842;1;2;13;50;2;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;228.860.863.578.072
613842;1;3;13;50;3;2;;2;2;2;1;2;;;;;;;;;1;13;228.860.863.578.072
613844;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;228.234.030.219.847
613844;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;228.234.030.219.847
613846;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;393.703.123.382.229
613847;1;1;13;50;1;6;PENSIONADO;2;2;2;2;;;2;;;;;;;;13;289.732.253.125.162
613847;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;289.732.253.125.162
613847;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;289.732.253.125.162
613847;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;289.732.253.125.162
613847;1;5;13;50;5;4;;2;2;2;2;;;2;;;;;;;;13;289.732.253.125.162
613848;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;363.030.632.073.525
613848;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;363.030.632.073.525
613848;1;3;13;50;3;2;;2;2;2;1;1;;;;;;;;;1;13;363.030.632.073.525
613848;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;363.030.632.073.525
613848;1;5;13;50;5;2;;2;2;2;1;1;;;;;;;;;1;13;363.030.632.073.525
613848;1;9;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;363.030.632.073.525
613848;1;11;13;50;11;5;;;;;;;;;;;;;;;;13;363.030.632.073.525
613850;1;1;13;50;1;4;;2;2;2;1;2;;;;;;;;;1;13;315.995.587.462.637
613851;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;250.037.693.368.039
613851;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;250.037.693.368.039
613851;1;3;13;50;3;3;;2;2;2;2;;;1;12;;;;;;;13;250.037.693.368.039
613851;1;4;13;50;4;6;ESTA DE VACASIONES;2;2;2;2;;;2;;;;;;;;13;250.037.693.368.039
613852;1;1;13;50;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;13;244.092.785.990.756
613852;1;2;13;50;2;6;ES PENSIONADA;2;2;2;2;;;2;;;;;;;;13;244.092.785.990.756
613854;1;1;13;50;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;13;182.493.463.635.226
613854;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;182.493.463.635.226
613854;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;182.493.463.635.226
613854;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;182.493.463.635.226
613854;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;182.493.463.635.226
613856;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;297.107.341.321.592
613856;1;2;13;50;2;4;;1;;;;;;;;;;;;;;13;297.107.341.321.592
613856;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;297.107.341.321.592
613857;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;244.410.651.208.267
613857;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;244.410.651.208.267
613857;1;3;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;244.410.651.208.267
613857;1;4;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;244.410.651.208.267
613857;1;5;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;244.410.651.208.267
613858;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;262.319.561.765.366
613858;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;262.319.561.765.366
613859;1;1;13;50;1;5;;;;;;;;;;;;;;;;13;143.161.623.575.862
613859;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;143.161.623.575.862
613859;1;3;13;50;3;4;;2;2;2;2;;;2;;;;;;;;13;143.161.623.575.862
613859;1;4;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;143.161.623.575.862
613859;1;5;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;143.161.623.575.862
613860;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;311.999.735.421.328
613860;1;2;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;311.999.735.421.328
613861;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;355.421.572.953.644
613861;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;355.421.572.953.644
613861;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;355.421.572.953.644
613861;1;4;13;50;4;3;;2;2;2;2;;;2;;;;;;;;13;355.421.572.953.644
613861;1;5;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;355.421.572.953.644
613861;1;6;13;50;6;1;;;;;;;;;;;;;;;;13;355.421.572.953.644
613861;1;7;13;50;7;4;;2;2;2;2;;;2;;;;;;;;13;355.421.572.953.644
613862;1;1;13;50;1;6;ES PENSIONADA;2;2;2;2;;;2;;;;;;;;13;310.187.975.832.329
613862;1;2;13;50;2;2;;2;2;2;1;1;;;;;;;;;1;13;310.187.975.832.329
613862;1;3;13;50;3;4;;2;2;2;2;;;2;;;;;;;;13;310.187.975.832.329
613862;1;4;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;310.187.975.832.329
613862;1;5;13;50;3;3;;2;2;2;2;;;2;;;;;;;;13;310.187.975.832.329
613862;1;7;13;50;7;1;;;;;;;;;;;;;;;;13;310.187.975.832.329
613862;1;8;13;50;8;3;;2;2;2;2;;;2;;;;;;;;13;310.187.975.832.329
613863;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;408.090.459.335.468
613863;1;2;13;50;1;1;;;;;;;;;;;;;;;;13;408.090.459.335.468
613864;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;34.585.132.970.894
613864;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;34.585.132.970.894
613864;1;3;13;50;1;3;;2;2;2;2;;;2;;;;;;;;13;34.585.132.970.894
613864;1;6;13;50;1;5;;;;;;;;;;;;;;;;13;34.585.132.970.894
613865;1;1;13;50;1;5;;;;;;;;;;;;;;;;13;253.965.137.984.989
613865;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;253.965.137.984.989
613865;1;3;13;50;3;1;;;;;;;;;;;;;;;;13;253.965.137.984.989
613866;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;242.348.333.967.687
613866;1;2;13;50;2;4;;2;2;2;2;;;2;;;;;;;;13;242.348.333.967.687
613866;1;3;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;242.348.333.967.687
613866;1;4;13;50;2;3;;2;2;2;2;;;2;;;;;;;;13;242.348.333.967.687
613867;1;1;13;50;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;13;172.888.583.382.314
613867;1;2;13;50;2;1;;;;;;;;;;;;;;;;13;172.888.583.382.314
613867;1;3;13;50;1;6;ES PENSIONADA;2;2;2;2;;;2;;;;;;;;13;172.888.583.382.314
613867;1;4;13;50;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;13;172.888.583.382.314
613867;1;5;13;50;5;1;;;;;;;;;;;;;;;;13;172.888.583.382.314
613868;1;1;13;50;1;6;ES PENSIONADO;2;2;2;2;;;2;;;;;;;;13;354.598.649.589.635
613868;1;2;13;50;2;6;ES PENSIONADA;2;2;2;2;;;2;;;;;;;;13;354.598.649.589.635
613868;1;3;13;50;3;2;;2;2;2;1;2;;;;;;;;;1;13;354.598.649.589.635
613868;1;4;13;50;4;1;;;;;;;;;;;;;;;;13;354.598.649.589.635
613868;1;5;13;50;5;3;;2;2;2;2;;;2;;;;;;;;13;354.598.649.589.635
613868;1;6;13;50;6;3;;2;2;2;2;;;2;;;;;;;;13;354.598.649.589.635
613869;1;1;13;50;1;4;;2;2;2;2;;;2;;;;;;;;13;246.389.040.489.243
613870;1;1;13;50;1;1;;;;;;;;;;;;;;;;13;315.995.587.462.637
